
---------- Begin Simulation Statistics ----------
simSeconds                                   0.137004                       # Number of seconds simulated (Second)
simTicks                                 137003513000                       # Number of ticks simulated (Tick)
finalTick                                137003513000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1866.27                       # Real time elapsed on the host (Second)
hostTickRate                                 73410181                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     709512                       # Number of bytes of host memory used (Byte)
simInsts                                    219559898                       # Number of instructions simulated (Count)
simOps                                      219559913                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   117646                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     117646                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        137003514                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.623992                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.602586                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       219928626                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      153                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      368999075                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3521                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               368865                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            292758                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  66                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           136985384                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.693711                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.343525                       # Number of insts issued each cycle (Count)
system.cpu.rename.status::Unblocking         11435905      8.35%    100.00% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         4027      0.00%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts              220570893                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               8636656                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                 357908                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                    132                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                 305057                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands           203326434                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                   339394954                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                339327995                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                        13                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps             202384870                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   941564                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      67                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  67                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                  33016404                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned               202384839                       # count of registers freed and written back to integer free list (Count)
system.cpu.rob.reads                        334798637                       # The number of ROB reads (Count)
system.cpu.rob.writes                       439924318                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                219559898                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                  219559913                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs               33820703                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    14                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp             16850509                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty         156664                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict           17470160                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq               77963                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp              77963                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq        16850511                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateReq               7                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateResp              7                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port          959                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port     50783720                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                 50784679                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        25728                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port   1088435520                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                1088461248                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                            699105                       # Total snoops (Count)
system.l2bus.snoopTraffic                     4987456                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples            17627586                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.000014                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.003690                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                  17627346    100.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       240      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total              17627586                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 137003513000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy          34013670000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.2                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             1206000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy         50784217000                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.4                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests        33856200                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests     16927719                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops               240                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops          240                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst                 4                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data          16225274                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total             16225278                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst                4                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data         16225274                       # number of overall hits (Count)
system.l2cache.overallHits::total            16225278                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             399                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data          702797                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total             703196                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            399                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data         702797                       # number of overall misses (Count)
system.l2cache.overallMisses::total            703196                       # number of overall misses (Count)
